id,o_S1,o_S2,o_S3,o_S4,o_S5,a_S1,a_S2,a_S3,a_S4,a_S5
MzI4OTE2NjQwMg==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzI4OTEyNjMyNA==,0,110,17,35,55,0.0,0.718954248366,0.548387096774,0.7,0.578947368421
MzI5MDIyMzIwMA==,0,1,7,9,10,0.0,0.0833333333333,1.0,0.9,1.0
MzI5MTE1MTQzNw==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzI5MTE5NjQ2MA==,0,0,0,3,0,0.0,0.0,0.0,0.0326086956522,0.0
MzI5MjIyNDE0Mw==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzI5MzA4MzU2OQ==,0,0,0,0,2,0.0,0.0,0.0,0.0,0.010989010989
MzI5MzAzMDgxNw==,65,86,62,14,11,0.398773006135,0.326996197719,0.248995983936,0.0710659898477,0.0526315789474
MzI5NDA3NTAzMw==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzI5NDE1NDk2NQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzI5NDQ1MjUyNQ==,0,0,0,3,28,0.0,0.0,0.0,0.230769230769,0.777777777778
MzI5NTMzNDc5NA==,0,0,0,37,33,0.0,0.0,0.0,0.606557377049,0.55
MzI5ODA4NTMyMA==,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0454545454545
MzI5ODEzNDQ5Mw==,0,113,154,126,145,0.0,0.729032258065,0.939024390244,0.649484536082,0.674418604651
MzI5ODU0MTM4MQ==,0,0,0,0,47,0.0,0.0,0.0,0.0,0.546511627907
MzI5OTA2ODM5OA==,0,10,1,19,12,0.0,0.5,0.25,0.59375,0.705882352941
MzI5OTAyNDYwMQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzI5OTE2OTc0NA==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzI5OTU0MzM2MA==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIwMDEzODEzMg==,0,0,0,0,8,0.0,0.0,0.0,0.0,0.421052631579
MzIwMDY4NDA1OQ==,0,0,81,70,49,0.0,0.0,0.214285714286,0.197183098592,0.162251655629
MzIwMTI3Mjk2NQ==,0,1,2,0,0,0.0,1.0,1.0,0.0,0.0
MzIwNDM5MzAyOA==,0,0,0,2,8,0.0,0.0,0.0,0.0298507462687,0.0172786177106
MzIwNTQyNjI4MA==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIwNjIwMjMxOQ==,0,0,161,292,298,0.0,0.0,0.358574610245,0.722772277228,0.701176470588
MzIwNjQ2NjczMQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIwNzczNjA4MQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIwOTE3OTI5OQ==,0,17,41,67,80,0.0,0.127819548872,0.172268907563,0.558333333333,0.588235294118
MzIwOTM3NzAxNA==,0,0,9,70,86,0.0,0.0,0.346153846154,0.598290598291,0.788990825688
MzIxMDAyNTc2NQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxMDAzMDg2OQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxMDI2NzM1OQ==,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0366972477064
MzIxMDI5NDQ0NQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxMjI1ODEzOQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxNDYxNzQxNg==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxNTA0OTI5Mg==,44,40,39,35,49,0.65671641791,0.888888888889,0.866666666667,0.853658536585,0.790322580645
MzIxNTAxMTQ2Nw==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxNjAxMTE1NA==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxNjI3NTMwMA==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxNzQ1NTY0OA==,0,0,0,1,9,0.0,0.0,0.0,0.0833333333333,0.818181818182
MzIxODQyNzQzNw==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIxOTA3MzU3MQ==,0,0,5,51,125,0.0,0.0,0.0847457627119,0.36170212766,0.714285714286
MzIxOTU4NzA0Mw==,0,0,0,1,1,0.0,0.0,0.0,0.03125,0.333333333333
MzIxOTY1NzUxNQ==,0,0,0,0,7,0.0,0.0,0.0,0.0,0.037037037037
MzIyMTU2ODk0Nw==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIyMjAyOTA0Mg==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIyMzE1MzQxMg==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIyNDExNDgyMQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIyNTQzNjQ1NQ==,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0
MzIyNTU0MzUyOQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIyOTAyMjMzNg==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIyOTI1MjM4Mg==,0,0,114,142,128,0.0,0.0,0.54028436019,0.860606060606,0.688172043011
MzIzMDA0MjUwMQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIzMDQzNjkxNA==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIzMDcwMjQzNA==,0,0,0,0,46,0.0,0.0,0.0,0.0,0.464646464646
MzIzMjE3OTQ0Mw==,0,31,157,144,156,0.0,0.885714285714,0.821989528796,0.514285714286,0.467065868263
MzIzMjEyMzEzNQ==,0,0,0,2,1,0.0,0.0,0.0,0.00772200772201,0.0042194092827
MzIzMjUzMzE3MQ==,0,0,0,0,22,0.0,0.0,0.0,0.0,0.4
MzIzMzE4MjQ0MA==,0,125,410,385,301,0.0,0.520833333333,1.0,0.992268041237,0.958598726115
MzIzNDI1ODQyMg==,0,0,4,30,21,0.0,0.0,0.0212765957447,0.0494233937397,0.0332805071315
MzIzNDI2MTk5OA==,0,0,3,35,51,0.0,0.0,0.037037037037,0.294117647059,0.428571428571
MzIzNTAzMTQ3OQ==,0,0,0,2,5,0.0,0.0,0.0,0.133333333333,0.357142857143
MzIzNTYxOTU5OQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIzNjE3NjczNg==,0,27,102,19,0,0.0,0.375,0.411290322581,0.153225806452,0.0
MzIzNjQ2NTUzOQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIzODE4MjAwMQ==,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00621118012422
MzIzODM4MDczOA==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIzOTA3MzI3Nw==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIzOTU3MTUyNg==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzIzOTczODYwMQ==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MzU0ODAxMjk4Mg==,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
NzQ3MzYxNDAx,17,7,197,234,262,0.031894934334,0.010447761194,0.245942571785,0.329113924051,0.391044776119
